AYUNTAMIENTOS
07/06/2021 14:40 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
1193,927,3,924,77.4518,905,75.8591,1.5926,19,501897,319528,318877,63.5343

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,MOR,PES,RSP,FM,CAND_IND_1,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
040440C0200,040440C020002,04,CAMPECHE,008,TENABO,0440,02,C,00,2,2,132,415,9,426,68,85,3,2,13,15,18,2,64,8,,6,1,0,1,0,10,426,296,538,9,,1,F,fa96353d0466e27f64377e8010ca5f656289d1e4ab37eb430f52b4b9d3266e05,07/06/2021 04:00:00,07/06/2021 04:21:57,,CATD,ESCANER,ACTA PREP
040441B0100,040441B010002,04,CAMPECHE,008,TENABO,0441,01,B,00,1,2,126,465,10,473,70,87,3,1,5,15,198,12,60,1,,4,5,0,1,0,11,473,473,580,10,,1,F,d8dcfc25f3fc7d922a372ea0e535271ed5c99b7509b47a24c7bcbffc4e1c358d,07/06/2021 03:49:00,07/06/2021 03:55:05,07/06/2021 04:00:07,CATD,ESCANER,ACTA PREP
040441C0100,040441C010002,04,CAMPECHE,008,TENABO,0441,01,C,00,1,2,118,479,3,489,86,76,3,2,4,23,179,12,70,8,,9,6,0,0,0,4,482,482,580,3,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,50bf642f9665676801b1b76fa614cd7c341fdfac688040e1de3bae4bd98cb33e,07/06/2021 03:39:00,07/06/2021 03:43:53,07/06/2021 04:00:07,CATD,ESCANER,ACTA PREP
040441C0200,040441C020002,04,CAMPECHE,008,TENABO,0441,02,C,00,1,2,140,449,11,460,72,90,2,3,9,15,174,7,62,2,,5,2,0,0,0,14,460,457,580,11,,1,F,14335adc63bdc69f32686005e3ff889e2565240cbfa00db2722f27367084b69f,07/06/2021 03:29:00,07/06/2021 03:45:01,,CATD,ESCANER,ACTA PREP
040442B0100,040442B010002,04,CAMPECHE,008,TENABO,0442,01,B,00,1,2,154,440,1,441,66,109,5,0,4,22,152,9,34,4,,17,5,0,0,0,14,441,441,575,1,,1,F,bb361acc91631f57841d0ff6aae77abdb4e9e44e29297d8b71883e8d98ddcadc,07/06/2021 07:11:00,07/06/2021 07:15:02,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040442C0100,040442C010002,04,CAMPECHE,008,TENABO,0442,01,C,00,1,2,169,426,0,426,55,87,7,0,8,18,166,11,42,10,,9,3,1,0,0,9,426,426,575,0,,1,F,d5b12cbddca63c148a055d8132e48c627558cabc006e0d12a271d290784573d7,07/06/2021 07:21:00,07/06/2021 07:24:33,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040442C0200,040442C020002,04,CAMPECHE,008,TENABO,0442,02,C,00,1,2,153,442,0,0,53,83,4,1,7,38,165,8,53,5,,11,3,0,0,0,11,442,442,575,0,,1,F,90169a7a65ceaf77025027e799297991c5140338a3241e476d13dedfbc078741,07/06/2021 07:33:00,07/06/2021 07:35:55,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040443B0100,040443B010002,04,CAMPECHE,008,TENABO,0443,01,B,00,2,2,164,425,0,425,50,105,1,2,5,30,171,5,24,14,,7,3,0,0,0,8,425,425,569,0,,1,F,89e698185bf5cbfcffa5817031a3437e84bcda04fe58b39a632b668ed36dc2ef,07/06/2021 02:34:00,07/06/2021 02:38:29,07/06/2021 02:40:07,CATD,ESCANER,ACTA PREP
040443C0100,040443C010002,04,CAMPECHE,008,TENABO,0443,01,C,00,2,2,177,401,10,411,63,81,1,1,3,33,139,5,49,12,,8,9,0,0,0,7,411,411,568,10,,1,F,e5c1b44077e10030393f03178bf39c37fe6970a85c225b2b7a5f5babcff0e8ac,07/06/2021 02:09:00,07/06/2021 02:18:14,07/06/2021 02:20:05,CATD,ESCANER,ACTA PREP
040443C0200,040443C020002,04,CAMPECHE,008,TENABO,0443,02,C,00,2,2,145,438,5,443,43,94,0,0,2,44,172,4,57,8,,9,0,0,0,0,10,443,443,568,5,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2bbab5144a8f691eb45021654107ed767beebd638dba86515ecf14778d07697d,07/06/2021 05:00:00,07/06/2021 05:04:00,07/06/2021 05:20:05,CATD,ESCANER,ACTA PREP
040444B0100,040444B010002,04,CAMPECHE,008,TENABO,0444,01,B,00,2,2,26,178,2,0,42,66,0,0,0,3,44,0,15,3,,3,1,0,0,0,3,180,180,186,2,,1,F,1faf07a33e06e5e46778ad20146bc6d82936b1cde228f592d359694aa51745c1,06/06/2021 23:17:00,06/06/2021 23:27:46,06/06/2021 23:40:04,CATD,ESCANER,ACTA PREP
040445B0100,040445B010002,04,CAMPECHE,008,TENABO,0445,01,B,00,2,2,109,0,0,410,31,137,1,2,6,45,121,5,31,16,,5,2,0,0,0,8,410,410,499,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2672dbfbd806593aabb1cd52f2ca57f915c7e85e1b11246b90967ba92ea0d117,07/06/2021 04:32:00,07/06/2021 04:36:14,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040445C0100,040445C010002,04,CAMPECHE,008,TENABO,0445,01,C,00,2,2,100,419,0,419,30,135,5,2,5,51,122,4,40,8,,3,5,0,0,0,9,419,419,499,0,,1,F,bb7055ac27dac85aa6af2744d175fa8b4b6474747879f78d62bdc075847b66bd,07/06/2021 04:41:00,07/06/2021 04:45:43,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040446B0100,040446B010002,04,CAMPECHE,008,TENABO,0446,01,B,00,2,2,43,84,10,94,5,31,0,1,0,11,22,0,10,4,,8,0,0,0,0,1,94,93,116,10,,1,F,807979d12bf0463e0f0271b75aaf958b1d5b59c671197d0d5af45f9b817999a9,07/06/2021 01:50:00,07/06/2021 01:53:26,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040447B0100,040447B010002,04,CAMPECHE,008,TENABO,0447,01,B,00,2,2,50,393,4,397,27,139,0,0,22,28,143,1,23,1,,2,5,0,0,0,6,397,397,427,4,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ea75df7c8826b70e1ec1d260e371b6f9fa9882c0cfdd5a9ee0db57586a655296,07/06/2021 04:10:00,07/06/2021 04:14:21,07/06/2021 04:20:05,CATD,ESCANER,ACTA PREP
040183B0100,040183B010002,04,CAMPECHE,003,CARMEN,0183,01,B,00,1,2,393,326,7,326,24,78,3,7,3,27,163,2,2,3,,3,1,0,0,0,10,326,326,699,7,,1,F,befd5c18820a584ca23e7d62f66f010bfee369e96a217643a25003ad5cccb596,07/06/2021 01:14:00,07/06/2021 01:33:53,07/06/2021 01:40:06,CATD,ESCANER,ACTA PREP
040183C0100,040183C010002,04,CAMPECHE,003,CARMEN,0183,01,C,00,1,2,439,278,3,278,8,76,2,4,3,29,144,0,1,0,,3,0,0,0,0,8,278,278,699,3,,1,F,7da6c6dbe50d683a2ab74d7724f3891f6d45ea0f9d5d25c2c153f22237faabfb,07/06/2021 01:33:00,07/06/2021 01:36:36,07/06/2021 01:40:06,CATD,ESCANER,ACTA PREP
040183C0200,040183C020002,04,CAMPECHE,003,CARMEN,0183,02,C,00,1,2,422,291,6,297,17,87,2,7,4,22,142,1,0,1,,2,0,0,0,0,12,297,297,699,6,,1,F,52d5cbcfc7c52ba6ccc94e2472dc22bb4cf263fc102a3a813c9f78a77c34b90d,07/06/2021 01:34:00,07/06/2021 01:36:16,07/06/2021 01:40:06,CATD,ESCANER,ACTA PREP
040183C0300,040183C030002,04,CAMPECHE,003,CARMEN,0183,03,C,00,1,2,431,281,7,288,13,84,2,8,1,23,149,2,1,1,,2,0,0,0,0,2,288,288,699,7,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,c516a0a128efb2e2fca087b59b89a8a8d2209c0a441c7ae73330a3ef42632e5f,07/06/2021 03:27:00,07/06/2021 03:33:44,07/06/2021 03:40:06,CATD,ESCANER,CC
040183C0400,040183C040002,04,CAMPECHE,003,CARMEN,0183,04,C,00,1,2,427,282,7,289,18,86,1,3,1,27,142,1,1,1,,3,0,0,0,0,5,289,289,699,7,,1,F,54895dde6f3fa1a717da6808b42c280ee2cc1709ba384a88864ebdcc63b5d14a,07/06/2021 02:41:00,07/06/2021 02:44:13,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040183C0500,040183C050002,04,CAMPECHE,003,CARMEN,0183,05,C,00,1,2,424,291,4,295,11,85,3,3,2,28,154,2,3,0,,0,0,0,0,0,4,0,295,699,4,,1,F,e2ff7fd9d62d4db2388555cdf4627d6bc578fc638964e7751352c62341d219fe,07/06/2021 01:47:00,07/06/2021 01:49:59,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040183C0600,040183C060002,04,CAMPECHE,003,CARMEN,0183,06,C,00,1,2,416,296,6,302,26,73,1,5,3,23,160,1,2,0,,2,0,0,0,0,6,302,302,698,6,,1,F,26186bfac20791211870e9b280306d048fcbbb0c3ac2affb642ef3f07db12385,07/06/2021 02:36:00,07/06/2021 02:38:21,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040183C0700,040183C070002,04,CAMPECHE,003,CARMEN,0183,07,C,00,1,2,441,269,8,277,19,63,0,3,2,25,156,1,1,2,,1,0,0,0,0,4,277,277,698,8,,1,F,5e081835ac470418062f421f61222271dc2c5064e7702e9cd517d4d6c08bbb85,07/06/2021 01:10:00,07/06/2021 01:38:11,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040184B0100,040184B010002,04,CAMPECHE,003,CARMEN,0184,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,709,,,,,,,,,,,
040184C0100,040184C010002,04,CAMPECHE,003,CARMEN,0184,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,709,,,,,,,,,,,
040184C0200,040184C020002,04,CAMPECHE,003,CARMEN,0184,02,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,709,,,,,,,,,,,
040184C0300,040184C030002,04,CAMPECHE,003,CARMEN,0184,03,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,709,,,,,,,,,,,
040184C0400,040184C040002,04,CAMPECHE,003,CARMEN,0184,04,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,709,,,,,,,,,,,
040184C0500,040184C050002,04,CAMPECHE,003,CARMEN,0184,05,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,709,,,,,,,,,,,
040184C0600,040184C060002,04,CAMPECHE,003,CARMEN,0184,06,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,708,,,,,,,,,,,
040185B0100,040185B010002,04,CAMPECHE,003,CARMEN,0185,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,623,,,,,,,,,,,
040185C0100,040185C010002,04,CAMPECHE,003,CARMEN,0185,01,C,00,1,2,360,283,7,0,1,78,2,6,1,15,162,2,4,6,,0,0,0,0,0,6,283,283,623,7,,1,F,257e4e60cf1ac64817567b6a9daf01410f13ef0b25d54f6f6dc79952f1665fd9,07/06/2021 10:35:00,07/06/2021 10:37:10,07/06/2021 11:00:06,CATD,ESCANER,ACTA PREP
040185C0200,040185C020002,04,CAMPECHE,003,CARMEN,0185,02,C,00,1,2,329,310,6,310,7,101,1,5,1,25,153,4,1,1,,1,1,0,0,0,9,310,310,623,6,,1,F,ddbd2d84eb82e906031f435d7f48356652822e77d3d71d3ba0c40f73e410a955,07/06/2021 11:44:00,07/06/2021 11:48:15,07/06/2021 12:00:06,CATD,ESCANER,ACTA PREP
040185C0300,040185C030002,04,CAMPECHE,003,CARMEN,0185,03,C,00,1,2,375,263,5,268,7,66,0,2,2,30,150,0,1,4,,0,1,0,0,0,5,268,268,623,5,,1,F,b2d3d1c1e252a49992e6c108f042c154c249d864df33568fef4f0d621534abb1,07/06/2021 11:01:00,07/06/2021 11:03:38,07/06/2021 11:20:04,CATD,ESCANER,ACTA PREP
040185C0400,040185C040002,04,CAMPECHE,003,CARMEN,0185,04,C,00,1,2,371,264,7,271,7,69,1,2,2,21,149,1,3,1,,2,0,0,0,0,13,271,271,622,7,,1,F,f777d2be1ec64b5952643141b97f464f2659fb02c69351447cf0db6b0a745205,07/06/2021 09:31:00,07/06/2021 09:34:50,07/06/2021 09:40:04,CATD,ESCANER,ACTA PREP
040186B0100,040186B010002,04,CAMPECHE,003,CARMEN,0186,01,B,00,1,2,364,373,6,0,6,131,2,2,2,25,194,0,1,1,,3,0,0,0,0,6,373,373,718,6,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,83b9a189302f4e7f8b20ed53a4ba448f1d622f302c8063c7ecfedbb4eb2e9a9f,07/06/2021 09:55:00,07/06/2021 09:57:13,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040186C0100,040186C010002,04,CAMPECHE,003,CARMEN,0186,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,718,,,,,,,,,,,
040187B0100,040187B010002,04,CAMPECHE,003,CARMEN,0187,01,B,00,1,2,282,287,7,287,4,78,2,4,3,21,152,3,3,2,,1,3,0,1,0,10,287,287,551,7,,1,F,99f345ce8d3deb8c8cd2ecc48028251b4e957d9901117d8f3fdba99cc66ef1de,07/06/2021 04:12:00,07/06/2021 04:14:46,07/06/2021 04:20:05,CATD,ESCANER,ACTA PREP
040187C0100,040187C010002,04,CAMPECHE,003,CARMEN,0187,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,,,,,,,
040187C0200,040187C020002,04,CAMPECHE,003,CARMEN,0187,02,C,00,1,2,289,281,8,281,9,70,0,5,3,28,155,1,0,0,,3,0,0,0,0,7,281,281,550,8,,1,F,2f51502beb001d32174f61952835fcaa700d5c44854a687d7e41133846d15bd6,06/06/2021 23:34:00,06/06/2021 23:39:05,07/06/2021 00:00:06,CATD,ESCANER,ACTA PREP
040188B0100,040188B010002,04,CAMPECHE,003,CARMEN,0188,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,666,,,,,,,,,,,
040188C0100,040188C010002,04,CAMPECHE,003,CARMEN,0188,01,C,00,1,2,275,402,8,410,27,180,0,3,7,27,147,3,2,0,,4,1,0,0,0,9,410,410,665,8,,1,F,2b2d6972ae1acd4a92dff7ca9be76badec1dc06938251df98b7b5c8b887176a2,07/06/2021 12:27:00,07/06/2021 12:30:04,07/06/2021 12:40:05,CATD,ESCANER,ACTA PREP
040188C0200,040188C020002,04,CAMPECHE,003,CARMEN,0188,02,C,00,1,2,292,386,7,394,37,161,2,4,6,28,142,0,2,3,,2,0,0,0,0,7,394,394,665,7,,1,F,48ec269c41de4e7a3674271163bd3c3622dc7cf24688560bf9618791b1e6b8d1,07/06/2021 01:19:00,07/06/2021 01:24:40,07/06/2021 01:40:06,CATD,ESCANER,ACTA PREP
040189B0100,040189B010002,04,CAMPECHE,003,CARMEN,0189,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,731,,,,,,,,,,,
040189C0100,040189C010002,04,CAMPECHE,003,CARMEN,0189,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,731,,,,,,,,,,,
040190B0100,040190B010002,04,CAMPECHE,003,CARMEN,0190,01,B,00,1,2,358,350,11,362,6,87,3,4,4,38,202,2,4,2,,2,0,0,0,0,0,362,354,700,11,,1,F,a963133e59d5619a7999c14d9481330bee5cb298b450e30a61b4e4cce36eb770,07/06/2021 04:28:00,07/06/2021 04:29:43,07/06/2021 04:40:05,CATD,ESCANER,ACTA PREP
040190C0100,040190C010002,04,CAMPECHE,003,CARMEN,0190,01,C,00,1,2,363,351,11,3,10,102,3,1,8,39,174,3,4,2,,2,1,1,0,0,3,351,353,700,11,,1,F,b62d9c95c780f1c12854c16264d87bfd902c42e8db990ee7b2c3ffc9ba5b296f,07/06/2021 08:21:00,07/06/2021 08:24:33,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040191B0100,040191B010002,04,CAMPECHE,003,CARMEN,0191,01,B,00,1,2,377,360,4,360,9,94,1,4,4,43,189,2,0,4,,3,0,0,0,0,7,360,360,721,4,,1,F,0d96a6b61e986716eb3858179a215d0ff65b2bc26e8b905ecda1c775750c1ee9,07/06/2021 10:25:00,07/06/2021 10:28:13,07/06/2021 10:40:04,CATD,ESCANER,ACTA PREP
040191C0100,040191C010002,04,CAMPECHE,003,CARMEN,0191,01,C,00,1,2,394,338,7,7,4,84,2,6,1,39,185,0,2,2,,1,0,0,1,0,10,345,337,721,7,,1,F,dac7c5dd872b79ba288c05833313c746929b71565584c53c7ea08770fcba59ce,07/06/2021 09:22:00,07/06/2021 09:24:19,07/06/2021 09:40:04,CATD,ESCANER,ACTA PREP
040191C0200,040191C020002,04,CAMPECHE,003,CARMEN,0191,02,C,00,1,2,415,319,6,325,7,83,3,4,3,37,170,1,2,1,,3,1,0,0,0,10,325,325,721,6,,1,F,ffed1e24732834dc19dd7c8a4b7327179b18174e95dab3106f790b343f3cae0e,07/06/2021 09:49:00,07/06/2021 09:49:52,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040192B0100,040192B010002,04,CAMPECHE,003,CARMEN,0192,01,B,00,1,2,310,235,6,241,4,70,1,2,2,15,140,0,0,0,,3,0,0,1,0,8,241,246,532,6,,1,F,5a7a6652aa74bea422b064aa0c5628beb3642bbf96cfaa8e81e8301bb07bc19e,07/06/2021 09:17:00,07/06/2021 09:41:34,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040192C0100,040192C010002,04,CAMPECHE,003,CARMEN,0192,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,532,,,,,,,,,,,
040192C0200,040192C020002,04,CAMPECHE,003,CARMEN,0192,02,C,00,1,2,296,247,9,247,1,75,2,3,3,26,124,0,0,2,,2,0,0,0,0,9,247,247,532,9,,1,F,d31da9252f62eabb97ef676e4cae0f35b42606101210ffc5f892deb822235ae2,07/06/2021 10:41:00,07/06/2021 10:42:49,07/06/2021 11:00:06,CATD,ESCANER,ACTA PREP
040193B0100,040193B010002,04,CAMPECHE,003,CARMEN,0193,01,B,00,1,2,301,330,11,0,11,97,1,5,3,39,155,4,3,2,,0,0,0,0,0,10,328,330,612,11,,1,F,97248750e10311ad94a82128c2e7a43c1fdba5dd609c2ab036bbf2aba15117ad,07/06/2021 10:37:00,07/06/2021 10:39:58,07/06/2021 11:00:06,CATD,ESCANER,ACTA PREP
040194B0100,040194B010002,04,CAMPECHE,003,CARMEN,0194,01,B,00,1,2,344,354,4,366,11,107,0,1,2,29,191,3,1,5,,2,1,0,1,0,12,366,366,683,4,,1,F,bfaccc2d9cae8ce0973be5c0f3a4d843b0888a3c1ee7178a967481909c796e1f,06/06/2021 23:03:00,06/06/2021 23:07:40,06/06/2021 23:20:05,CATD,ESCANER,ACTA PREP
040194C0100,040194C010002,04,CAMPECHE,003,CARMEN,0194,01,C,00,1,2,336,360,5,360,8,90,0,3,3,26,219,2,0,3,,1,1,0,0,0,4,360,360,683,5,,1,F,235316d195478694060b569c3d6902cb009fde9f5f6ac86a96270c6c91dc19c0,07/06/2021 07:18:00,07/06/2021 07:20:09,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040195B0100,040195B010002,04,CAMPECHE,003,CARMEN,0195,01,B,00,1,2,316,352,8,360,3,111,2,7,3,34,178,2,5,0,,3,0,0,0,0,12,360,360,656,8,,1,F,85b6c8ebde74be17af7756ded61417f9f6f271de4db6423c3d0dd3acda87dab2,07/06/2021 06:32:00,07/06/2021 06:45:02,07/06/2021 07:00:07,CATD,ESCANER,ACTA PREP
040195C0100,040195C010002,04,CAMPECHE,003,CARMEN,0195,01,C,00,1,2,331,336,8,344,8,91,0,3,4,22,202,0,2,2,,1,1,0,0,0,8,344,344,655,8,,1,F,dc97b6492c42546651e70c4525d175d3eb2f6bac6c1c27793023ab5b9fba2b0f,07/06/2021 05:05:00,07/06/2021 05:10:37,07/06/2021 05:20:05,CATD,ESCANER,ACTA PREP
040196B0100,040196B010002,04,CAMPECHE,003,CARMEN,0196,01,B,00,1,2,356,353,6,359,6,104,1,3,5,21,192,1,8,2,,2,1,0,0,0,13,359,359,697,6,,1,F,5240531552b4d1fd17d209d3824051244caa0bfec3550f01eb1463f65d189913,07/06/2021 12:23:00,07/06/2021 12:26:54,07/06/2021 12:40:05,CATD,ESCANER,ACTA PREP
040196C0100,040196C010002,04,CAMPECHE,003,CARMEN,0196,01,C,00,1,2,343,367,6,373,4,99,1,3,4,29,213,3,2,2,,0,0,0,0,0,13,373,373,696,6,,1,F,e78f593c640a6818a6fea73228d53d21dcccd7c23815338b8ca2ae5c301e3c77,07/06/2021 12:13:00,07/06/2021 12:15:29,07/06/2021 12:20:04,CATD,ESCANER,ACTA PREP
040197B0100,040197B010002,04,CAMPECHE,003,CARMEN,0197,01,B,00,1,2,306,311,2,313,9,100,0,4,4,7,178,2,0,1,,2,0,0,0,0,6,313,313,599,2,,1,F,a77c925faa74242c0908a50db47f4b709eec29f41731ca3e6cf8f360e4c9aec0,07/06/2021 02:07:00,07/06/2021 02:08:14,07/06/2021 02:20:05,CATD,ESCANER,ACTA PREP
040197C0100,040197C010002,04,CAMPECHE,003,CARMEN,0197,01,C,00,1,2,286,330,3,333,14,101,2,2,5,20,174,1,3,0,,3,0,0,0,0,8,333,333,599,3,,1,F,24648fcf996a8c1b548513d5644ed51a389859195fc2ae91ad8f53bbf4a427d1,07/06/2021 02:43:00,07/06/2021 02:50:13,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040199B0100,040199B010002,04,CAMPECHE,003,CARMEN,0199,01,B,00,1,2,238,309,5,314,9,105,1,6,6,32,141,0,3,2,,2,1,0,0,0,6,314,314,537,5,,1,F,01677e420c740047ceee4110ab99724056638da108417e37140b3c9e8f15e565,07/06/2021 10:48:00,07/06/2021 10:49:58,07/06/2021 11:00:06,CATD,ESCANER,CC
040199C0100,040199C010002,04,CAMPECHE,003,CARMEN,0199,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,537,,,,,,,,,,,
040199C0200,040199C020002,04,CAMPECHE,003,CARMEN,0199,02,C,00,1,2,270,276,7,282,9,96,0,5,4,28,132,0,0,1,,3,0,0,0,0,4,282,282,537,7,,1,F,0b718ff88841e01650ceb13a53b2515c9e67e3168024359ccd4368bc40f02639,07/06/2021 11:10:00,07/06/2021 11:11:51,07/06/2021 11:20:04,CATD,ESCANER,ACTA PREP
040200B0100,040200B010002,04,CAMPECHE,003,CARMEN,0200,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,614,,,,,,,,,,,
040200C0100,040200C010002,04,CAMPECHE,003,CARMEN,0200,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,557,,,,,,,,,,,
040201B0100,040201B010002,04,CAMPECHE,003,CARMEN,0201,01,B,00,1,2,504,252,7,259,4,93,1,2,3,31,111,2,2,3,,0,1,0,0,0,6,259,259,459,7,,1,F,356a53e5750c839f5812f1aaf0da2f90d644d39a2c705a06319a3d26173f54e7,07/06/2021 05:03:00,07/06/2021 05:06:16,07/06/2021 05:20:05,CATD,ESCANER,ACTA PREP
040201C0100,040201C010002,04,CAMPECHE,003,CARMEN,0201,01,C,00,1,2,224,246,9,257,2,105,5,3,1,21,109,1,2,1,,0,2,0,0,0,5,257,257,459,9,,1,F,25b70cc1c839f31ae6ac6a0d2ca325eba804a90f7ed6077996634f001ecf5def,07/06/2021 06:07:00,07/06/2021 06:12:17,07/06/2021 06:20:04,CATD,ESCANER,ACTA PREP
040202B0100,040202B010002,04,CAMPECHE,003,CARMEN,0202,01,B,00,1,2,316,268,4,268,6,83,2,2,3,24,133,1,0,3,,1,0,0,0,0,10,268,268,564,4,,1,F,1defb3afabb4d3ffc908b89c4b959f536c0f9765bb436c6f64643e10fe481f5c,07/06/2021 08:59:00,07/06/2021 09:01:25,07/06/2021 09:20:05,CATD,ESCANER,ACTA PREP
040202C0100,040202C010002,04,CAMPECHE,003,CARMEN,0202,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,564,,,,,,,,,,,
040202C0200,040202C020002,04,CAMPECHE,003,CARMEN,0202,02,C,00,1,2,297,342,9,342,9,102,3,3,4,26,187,0,2,2,,1,0,0,1,0,2,342,342,563,9,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,00f21c494839ae79a7ba19e18201ccf552e7e81303b9a79c2383499655bc7f98,07/06/2021 10:31:00,07/06/2021 10:33:17,07/06/2021 10:40:04,CATD,ESCANER,ACTA PREP
040203B0100,040203B010002,04,CAMPECHE,003,CARMEN,0203,01,B,00,1,2,77,391,4,401,7,115,5,6,8,41,195,5,3,1,,5,1,1,0,0,8,401,401,746,4,,1,F,838153e6fa82d560f28e42f63986aeac0b9912844f3551290f75408890c1b4e8,07/06/2021 09:40:00,07/06/2021 09:43:36,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040203C0100,040203C010002,04,CAMPECHE,003,CARMEN,0203,01,C,00,1,2,384,376,6,382,20,117,2,1,9,39,173,6,1,4,,1,2,0,0,0,7,382,382,746,6,,1,F,dd15841251586f01834f230e3ac8edbffca7de87592bc5d3e032ed8f907eeda7,07/06/2021 04:32:00,07/06/2021 04:35:28,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040204B0100,040204B010002,04,CAMPECHE,003,CARMEN,0204,01,B,00,1,2,323,400,5,405,13,95,4,4,4,46,224,0,3,0,,3,0,0,0,0,9,405,405,709,5,,1,F,225c8ccb5d5b75824a0c68298dd741c14513deb089bc8d0ad2d52ee0915b83c6,07/06/2021 03:43:00,07/06/2021 03:46:07,07/06/2021 04:00:06,CATD,ESCANER,ACTA PREP
040205B0100,040205B010002,04,CAMPECHE,003,CARMEN,0205,01,B,00,1,2,0,0,0,0,9,95,2,5,2,24,194,0,1,2,,2,1,0,0,1,11,337,349,719,0,,1,F,a8e7225c7f58c7c4122652d4b4feb0ded1f2b777fcccba7289a274a201b9fa8e,07/06/2021 13:22:00,07/06/2021 13:25:31,07/06/2021 13:40:05,CATD,ESCANER,ACTA PREP
040205C0100,040205C010002,04,CAMPECHE,003,CARMEN,0205,01,C,00,1,2,410,324,5,329,14,87,1,5,4,22,172,2,1,0,,3,1,0,0,0,17,329,329,719,5,,1,F,adb0fca0b1c4d5365a3895d67f56abf042be2e8d87d1b8f504f1cd6fea71b610,07/06/2021 14:29:00,07/06/2021 14:31:27,07/06/2021 14:40:05,CATD,ESCANER,ACTA PREP
